GEOID,GEOID_10,state_code,state_abbr,state_name,county_code,county_name,cousub_code,cousub_name,cousub_name_2010,2010_density,2010_diversity_index,2010_pop,2010_pop_hisp,2010_pop_white_non_hisp,2010_pop_black_non_hisp,2010_pop_aian_non_hisp,2010_pop_asian_non_hisp,2010_pop_nhpi_non_hisp,2010_pop_other_non_hisp,2010_pop_two_plus_non_hisp,2010_vap,2010_vap_hisp,2010_vap_white_non_hisp,2010_vap_black_non_hisp,2010_vap_aian_non_hisp,2010_vap_asian_non_hisp,2010_vap_nhpi_non_hisp,2010_vap_other_non_hisp,2010_vap_two_plus_non_hisp,2010_u18,2010_u18_hisp,2010_u18_white_non_hisp,2010_u18_black_non_hisp,2010_u18_aian_non_hisp,2010_u18_asian_non_hisp,2010_u18_nhpi_non_hisp,2010_u18_other_non_hisp,2010_u18_two_plus_non_hisp,2010_gq,2010_gq_inst,2010_gq_inst_correctional,2010_gq_inst_juvenile,2010_gq_inst_nurse,2010_gq_inst_other,2010_gq_noninst,2010_gq_noninst_college,2010_gq_noninst_military,2010_gq_noninst_other,2010_prop_gq_inst_correctional_of_pop,2010_hu,2010_hu_occupied,2010_hu_vacant,2010_vacancy_rate,2010_land_area_sqmeters,2010_land_area_sqmi,2010_water_area_sqmeters,2020_density,2020_diversity_index,2020_pop,2020_pop_hisp,2020_pop_white_non_hisp,2020_pop_black_non_hisp,2020_pop_aian_non_hisp,2020_pop_asian_non_hisp,2020_pop_nhpi_non_hisp,2020_pop_other_non_hisp,2020_pop_two_plus_non_hisp,2020_vap,2020_vap_hisp,2020_vap_white_non_hisp,2020_vap_black_non_hisp,2020_vap_aian_non_hisp,2020_vap_asian_non_hisp,2020_vap_nhpi_non_hisp,2020_vap_other_non_hisp,2020_vap_two_plus_non_hisp,2020_u18,2020_u18_hisp,2020_u18_white_non_hisp,2020_u18_black_non_hisp,2020_u18_aian_non_hisp,2020_u18_asian_non_hisp,2020_u18_nhpi_non_hisp,2020_u18_other_non_hisp,2020_u18_two_plus_non_hisp,2020_gq,2020_gq_inst,2020_gq_inst_correctional,2020_gq_inst_juvenile,2020_gq_inst_nurse,2020_gq_inst_other,2020_gq_noninst,2020_gq_noninst_college,2020_gq_noninst_military,2020_gq_noninst_other,2020_prop_gq_inst_correctional_of_pop,2020_hu,2020_hu_occupied,2020_hu_vacant,2020_vacancy_rate,2020_land_area_sqmeters,2020_land_area_sqmi,2020_water_area_sqmeters,raw_change_density,raw_change_diversity_index,raw_change_pop,raw_change_pop_hisp,raw_change_pop_white_non_hisp,raw_change_pop_black_non_hisp,raw_change_pop_aian_non_hisp,raw_change_pop_asian_non_hisp,raw_change_pop_nhpi_non_hisp,raw_change_pop_other_non_hisp,raw_change_pop_two_plus_non_hisp,raw_change_vap,raw_change_vap_hisp,raw_change_vap_white_non_hisp,raw_change_vap_black_non_hisp,raw_change_vap_aian_non_hisp,raw_change_vap_asian_non_hisp,raw_change_vap_nhpi_non_hisp,raw_change_vap_other_non_hisp,raw_change_vap_two_plus_non_hisp,raw_change_u18,raw_change_u18_hisp,raw_change_u18_white_non_hisp,raw_change_u18_black_non_hisp,raw_change_u18_aian_non_hisp,raw_change_u18_asian_non_hisp,raw_change_u18_nhpi_non_hisp,raw_change_u18_other_non_hisp,raw_change_u18_two_plus_non_hisp,raw_change_gq,raw_change_gq_inst,raw_change_gq_inst_correctional,raw_change_gq_inst_juvenile,raw_change_gq_inst_nurse,raw_change_gq_inst_other,raw_change_gq_noninst,raw_change_gq_noninst_college,raw_change_gq_noninst_military,raw_change_gq_noninst_other,raw_change_prop_gq_inst_correctional_of_pop,raw_change_hu,raw_change_hu_occupied,raw_change_hu_vacant,raw_change_vacancy_rate,raw_change_land_area_meters,raw_change_land_area_sqmi,raw_change_water_area_meters,prop_change_density,prop_change_pop,prop_change_pop_hisp,prop_change_pop_white_non_hisp,prop_change_pop_black_non_hisp,prop_change_pop_aian_non_hisp,prop_change_pop_asian_non_hisp,prop_change_pop_nhpi_non_hisp,prop_change_pop_other_non_hisp,prop_change_pop_two_plus_non_hisp,prop_change_vap,prop_change_vap_hisp,prop_change_vap_white_non_hisp,prop_change_vap_black_non_hisp,prop_change_vap_aian_non_hisp,prop_change_vap_asian_non_hisp,prop_change_vap_nhpi_non_hisp,prop_change_vap_other_non_hisp,prop_change_vap_two_plus_non_hisp,prop_change_u18,prop_change_u18_hisp,prop_change_u18_white_non_hisp,prop_change_u18_black_non_hisp,prop_change_u18_aian_non_hisp,prop_change_u18_asian_non_hisp,prop_change_u18_nhpi_non_hisp,prop_change_u18_other_non_hisp,prop_change_u18_two_plus_non_hisp,prop_change_gq,prop_change_gq_inst,prop_change_gq_inst_correctional,prop_change_gq_inst_juvenile,prop_change_gq_inst_nurse,prop_change_gq_inst_other,prop_change_gq_noninst,prop_change_gq_noninst_college,prop_change_gq_noninst_military,prop_change_gq_noninst_other,prop_change_hu,prop_change_hu_occupied,prop_change_hu_vacant,prop_change_land_area_sqmi,flag_prop_change_land_area
0600000US3401526340,3401526340,34,NJ,New Jersey,015,Gloucester County,26340,Glassboro borough,Glassboro borough,2022.8958851579139,48,18579,1378,12899,3340,12,529,8,32,381,14968,948,10919,2412,11,451,8,24,195,3611,430,1980,928,1,78,0,8,186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6590,6158,432,6.56,23787377,9.184357997025469,94772,2483.752717195992,56,23149,2529,14470,4013,30,1008,5,91,1003,20111,1955,13142,3287,17,913,4,76,717,3038,574,1328,726,13,95,1,15,286,6276,42,0,7,35,0,6234,6083,0,151,NA,7953,6859,1094,13.76,24139131,9.320170981487173,98687,460.856832038078,8,4570,1151,1571,673,18,479,-3,59,622,5143,1007,2223,875,6,462,-4,52,522,-573,144,-652,-202,12,17,1,7,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1363,701,662,7.2,351754,0.13581298446170464,3915,22.78,24.6,83.53,12.18,20.15,150,90.55,-37.5,184.38,163.25,34.36,106.22,20.36,36.28,54.55,102.44,-50,216.67,267.69,-15.87,33.49,-32.93,-21.77,1200,21.79,Inf,87.5,53.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.68,11.38,153.24,1.48,0
0600000US3401528185,3401528185,34,NJ,New Jersey,015,Gloucester County,28185,Greenwich township,Greenwich township,546.186980094472,16,4899,115,4484,194,3,37,0,3,63,3874,62,3614,138,3,25,0,1,31,1025,53,870,56,0,12,0,2,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2048,1946,102,4.98,23230783,8.969455843038656,7933683,547.4378900960587,27,4917,230,4194,200,5,45,0,11,232,3965,134,3505,144,5,39,0,9,129,952,96,689,56,0,6,0,2,103,7,0,0,0,0,0,7,0,0,7,NA,2102,1975,127,6.04,23262860,8.981840842505834,7893078,1.2509100015867034,11,18,115,-290,6,2,8,0,8,169,91,72,-109,6,2,14,0,8,98,-73,43,-181,0,0,-6,0,0,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,29,25,1.0599999999999996,32077,0.012384999467178304,-40605,0.23,0.37,100,-6.47,3.09,66.67,21.62,NA,266.67,268.25,2.35,116.13,-3.02,4.35,66.67,56,NA,800,316.13,-7.12,81.13,-20.8,0,NA,-50,NA,0,221.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.64,1.49,24.51,0.14,0
0600000US3401530180,3401530180,34,NJ,New Jersey,015,Gloucester County,30180,Harrison township,Harrison township,648.728405842281,21,12417,374,10998,452,10,407,0,14,162,8467,208,7632,313,6,242,0,6,60,3950,166,3366,139,4,165,0,8,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4089,3942,147,3.6,49573721,19.140521500485715,224089,720.5367296740524,32,13641,645,11179,704,9,653,0,37,414,9958,391,8377,491,9,456,0,25,209,3683,254,2802,213,0,197,0,12,205,30,0,0,0,0,0,30,0,0,30,NA,4594,4433,161,3.5,49032929,18.931720533068106,217278,71.80832383177142,11,1224,271,181,252,-1,246,0,23,252,1491,183,745,178,3,214,0,19,149,-267,88,-564,74,-4,32,0,4,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,505,491,14,-0.10000000000000009,-540792,-0.20880096741760923,-6811,11.07,9.86,72.46,1.65,55.75,-10,60.44,NA,164.29,155.56,17.61,87.98,9.76,56.87,50,88.43,NA,316.67,248.33,-6.76,53.01,-16.76,53.24,-100,19.39,NA,50,100.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.35,12.46,9.52,-1.09,0
0600000US3401541160,3401541160,34,NJ,New Jersey,015,Gloucester County,41160,Logan township,Logan township,275.5726524188358,36,6042,240,4783,738,8,152,0,13,108,4405,137,3533,568,4,117,0,7,39,1637,103,1250,170,4,35,0,6,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2172,2087,85,3.91,56786141,21.92525254943266,12961209,273.61983552272767,42,6000,391,4496,665,12,180,0,17,239,4534,262,3464,529,12,128,0,9,130,1466,129,1032,136,0,52,0,8,109,9,0,0,0,0,0,9,0,0,9,NA,2207,2097,110,4.98,56793865,21.92823480263229,12092482,-1.9528168961081178,6,-42,151,-287,-73,4,28,0,4,131,129,125,-69,-39,8,11,0,2,91,-171,26,-218,-34,-4,17,0,2,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,10,25,1.0700000000000003,7724,0.0029822531996295254,-868727,-0.71,-0.7,62.92,-6,-9.89,50,18.42,NA,30.77,121.3,2.93,91.24,-1.95,-6.87,200,9.4,NA,28.57,233.33,-10.45,25.24,-17.44,-20,-100,48.57,NA,33.33,57.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.61,0.48,29.41,0.01,0
0600000US3401543440,3401543440,34,NJ,New Jersey,015,Gloucester County,43440,Mantua township,Mantua township,960.140199624279,15,15217,449,14051,363,23,167,1,10,153,11545,260,10787,277,15,123,1,7,75,3672,189,3264,86,8,44,0,3,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5980,5719,261,4.36,41048013,15.84872709834949,180091,951.9068194180227,23,15235,599,13348,479,21,218,0,53,517,12147,378,10880,342,19,171,0,32,325,3088,221,2468,137,2,47,0,21,192,26,0,0,0,0,0,26,0,0,26,NA,6181,5942,239,3.87,41452027,16.004717782476213,219851,-8.233380206256356,8,18,150,-703,116,-2,51,-1,43,364,602,118,93,65,4,48,-1,25,250,-584,32,-796,51,-6,3,0,18,114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201,223,-22,-0.4900000000000002,404014,0.15599068412672246,39760,-0.86,0.12,33.41,-5,31.96,-8.7,30.54,-100,430,237.91,5.21,45.38,0.86,23.47,26.67,39.02,-100,357.14,333.33,-15.9,16.93,-24.39,59.3,-75,6.82,NA,600,146.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.36,3.9,-8.43,0.98,0
0600000US3401547250,3401547250,34,NJ,New Jersey,015,Gloucester County,47250,Monroe township,Monroe township,778.7531955610465,39,36129,1795,27765,4935,60,862,4,41,667,26848,1092,21291,3491,43,603,4,21,303,9281,703,6474,1444,17,259,0,20,364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13387,12815,572,4.27,120158321,46.39338908133937,1381079,799.5752508627974,48,37117,2796,26136,5292,37,976,19,134,1727,28839,1756,21044,4103,31,762,15,90,1038,8278,1040,5092,1189,6,214,4,44,689,195,164,0,14,150,0,31,0,0,31,NA,14460,13707,753,5.21,120229565,46.420896544694415,1311979,20.82205530175088,9,988,1001,-1629,357,-23,114,15,93,1060,1991,664,-247,612,-12,159,11,69,735,-1003,337,-1382,-255,-11,-45,4,24,325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1073,892,181,0.9400000000000004,71244,0.02750746335504317,-69100,2.67,2.73,55.77,-5.87,7.23,-38.33,13.23,375,226.83,158.92,7.42,60.81,-1.16,17.53,-27.91,26.37,275,328.57,242.57,-10.81,47.94,-21.35,-17.66,-64.71,-17.37,Inf,120,89.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.02,6.96,31.64,0.06,0
0600000US3401549680,3401549680,34,NJ,New Jersey,015,Gloucester County,49680,National Park borough,National Park borough,3023.1916464722076,10,3036,62,2878,41,4,18,0,0,33,2336,38,2232,25,3,16,0,0,22,700,24,646,16,1,2,0,0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1153,1092,61,5.29,2600961,1.0042366991661738,1160718,3003.687945893554,27,3026,152,2574,118,9,18,0,7,148,2392,99,2093,69,8,18,0,7,98,634,53,481,49,1,0,0,0,50,3,0,0,0,0,0,3,0,0,3,NA,1192,1127,65,5.45,2609227,1.0074282197446474,1124150,-19.50370057865348,17,-10,90,-304,77,5,0,0,7,115,56,61,-139,44,5,2,0,7,76,-66,29,-165,33,0,-2,0,0,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,35,4,0.16000000000000014,8266,0.0031915205784736056,-36568,-0.65,-0.33,145.16,-10.56,187.8,125,0,NA,Inf,348.48,2.4,160.53,-6.23,176,166.67,12.5,NA,Inf,345.45,-9.43,120.83,-25.54,206.25,0,-100,NA,NA,354.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.38,3.21,6.56,0.32,0
0600000US3401551390,3401551390,34,NJ,New Jersey,015,Gloucester County,51390,Newfield borough,Newfield borough,912.0149586501208,19,1553,102,1394,29,4,5,0,0,19,1190,59,1095,22,4,2,0,0,8,363,43,299,7,0,3,0,0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,626,579,47,7.51,4410291,1.7028229474422276,7774,1020.637992665934,37,1774,233,1384,56,0,12,0,1,88,1380,157,1129,42,0,9,0,1,42,394,76,255,14,0,3,0,0,46,7,0,0,0,0,0,7,0,0,7,NA,700,651,49,7,4501732,1.7381285164255587,7774,108.62303401581323,18,221,131,-10,27,-4,7,0,1,69,190,98,34,20,-4,7,0,1,34,31,33,-44,7,0,0,0,0,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,72,2,-0.5099999999999998,91441,0.03530556898333104,0,11.91,14.23,128.43,-0.72,93.1,-100,140,NA,Inf,363.16,15.97,166.1,3.11,90.91,-100,350,NA,Inf,425,8.54,76.74,-14.72,100,NA,0,NA,NA,318.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.82,12.44,4.26,2.07,0
0600000US3401557150,3401557150,34,NJ,New Jersey,015,Gloucester County,57150,Paulsboro borough,Paulsboro borough,3216.3829272480593,61,6097,542,3098,2125,12,43,3,14,260,4373,297,2526,1391,11,40,3,4,101,1724,245,572,734,1,3,0,10,159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2533,2286,247,9.75,4909601,1.89560762443687,1835508,3219.5542754743497,67,6196,914,2576,2213,16,65,7,59,346,4537,530,2143,1554,16,55,7,29,203,1659,384,433,659,0,10,0,30,143,15,0,0,0,0,0,15,0,0,15,NA,2639,2315,324,12.28,4984406,1.9244899976370546,1826931,3.17134822629032,6,99,372,-522,88,4,22,4,45,86,164,233,-383,163,5,15,4,25,102,-65,139,-139,-75,-1,7,0,20,-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106,29,77,2.5299999999999994,74805,0.028882373200184608,-8577,0.1,1.62,68.63,-16.85,4.14,33.33,51.16,133.33,321.43,33.08,3.75,78.45,-15.16,11.72,45.45,37.5,133.33,625,100.99,-3.77,56.73,-24.3,-10.22,-100,233.33,NA,200,-10.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.18,1.27,31.17,1.52,0
0600000US3401559070,3401559070,34,NJ,New Jersey,015,Gloucester County,59070,Pitman borough,Pitman borough,3976.1214910296803,11,9011,222,8505,100,7,56,3,19,99,6997,140,6670,71,7,44,1,15,49,2014,82,1835,29,0,12,2,4,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3705,3489,216,5.83,5869635,2.266278839901961,108556,3957.984729274275,19,8780,346,7908,108,3,73,0,15,327,7032,226,6477,79,3,52,0,8,187,1748,120,1431,29,0,21,0,7,140,213,184,0,0,184,0,29,0,0,29,NA,3693,3410,283,7.66,5745372,2.2183006253310826,106073,-18.136761755405132,8,-231,124,-597,8,-4,17,-3,-4,228,35,86,-193,8,-4,8,-1,-7,138,-266,38,-404,0,0,9,-2,3,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-12,-79,67,1.83,-124263,-0.047978214570878475,-2483,-0.46,-2.56,55.86,-7.02,8,-57.14,30.36,-100,-21.05,230.3,0.5,61.43,-2.89,11.27,-57.14,18.18,-100,-46.67,281.63,-13.21,46.34,-22.02,0,NA,75,-100,75,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.32,-2.26,31.02,-2.12,0
0600000US3401569030,3401569030,34,NJ,New Jersey,015,Gloucester County,69030,South Harrison township,South Harrison township,201.691561681652,20,3162,98,2830,160,0,38,1,4,31,2253,63,2040,113,0,22,1,1,13,909,35,790,47,0,16,0,3,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1056,1020,36,3.41,40604287,15.677403524649534,139934,213.58605705469535,27,3395,157,2896,162,0,62,2,14,102,2549,98,2209,126,0,46,2,11,57,846,59,687,36,0,16,0,3,45,9,0,0,0,0,0,9,0,0,9,NA,1155,1104,51,4.42,41168461,15.89523233312278,154238,11.894495373043355,7,233,59,66,2,0,24,1,10,71,296,35,169,13,0,24,1,10,44,-63,24,-103,-11,0,0,0,0,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,84,15,1.0099999999999998,564174,0.2178288084732447,14304,5.9,7.37,60.2,2.33,1.25,NA,63.16,100,250,229.03,13.14,55.56,8.28,11.5,NA,109.09,100,1000,338.46,-6.93,68.57,-13.04,-23.4,NA,0,NA,0,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.38,8.24,41.67,1.39,0
0600000US3401571850,3401571850,34,NJ,New Jersey,015,Gloucester County,71850,Swedesboro borough,Swedesboro borough,3568.3572681937444,54,2584,441,1664,356,7,35,2,2,77,1875,289,1264,254,6,26,0,2,34,709,152,400,102,1,9,2,0,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1004,938,66,6.57,1875521,0.724142737340868,88083,3707.4203600731403,59,2711,478,1628,379,7,64,0,30,125,1971,334,1225,284,5,43,0,19,61,740,144,403,95,2,21,0,11,64,0,0,0,0,0,0,0,0,0,0,NA,1022,953,69,6.75,1893893,0.7312362064997985,91849,139.06309187939587,5,127,37,-36,23,0,29,-2,28,48,96,45,-39,30,-1,17,0,17,27,31,-8,3,-7,1,12,-2,11,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,15,3,0.17999999999999972,18372,0.007093469158930499,3766,3.9,4.91,8.39,-2.16,6.46,0,82.86,-100,1400,62.34,5.12,15.57,-3.09,11.81,-16.67,65.38,NA,850,79.41,4.37,-5.26,0.75,-6.86,100,133.33,-100,Inf,48.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.79,1.6,4.55,0.98,0
0600000US3401577180,3401577180,34,NJ,New Jersey,015,Gloucester County,77180,Washington township,Washington township,2271.041277450871,26,48559,1774,41506,2724,39,1827,8,36,645,36928,1061,32099,2020,28,1396,2,22,300,11631,713,9407,704,11,431,6,14,345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17810,17287,523,2.94,55378662,21.381821846278825,565450,2280.334073356512,35,48677,2711,38876,3346,29,2018,7,135,1555,38296,1722,31453,2527,21,1630,6,94,843,10381,989,7423,819,8,388,1,41,712,278,247,0,0,247,0,31,0,0,31,NA,18335,17696,639,3.49,55287007,21.346433651430047,525751,9.292795905641015,9,118,937,-2630,622,-10,191,-1,99,910,1368,661,-646,507,-7,234,4,72,543,-1250,276,-1984,115,-3,-43,-5,27,367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,525,409,116,0.5500000000000003,-91655,-0.0353881948487782,-39699,0.41,0.24,52.82,-6.34,22.83,-25.64,10.45,-12.5,275,141.09,3.7,62.3,-2.01,25.1,-25,16.76,200,327.27,181,-10.75,38.71,-21.09,16.34,-27.27,-9.98,-83.33,192.86,106.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.95,2.37,22.18,-0.17,0
0600000US3401578110,3401578110,34,NJ,New Jersey,015,Gloucester County,78110,Wenonah borough,Wenonah borough,2342.7543932655653,9,2278,31,2175,21,3,24,1,1,22,1707,17,1650,14,3,15,1,1,6,571,14,525,7,0,9,0,0,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,860,829,31,3.6,2518400,0.9723597174967606,28539,2292.991824569105,17,2283,71,2075,15,0,32,0,10,80,1815,51,1678,15,0,22,0,8,41,468,20,397,0,0,10,0,2,39,1,0,0,0,0,0,1,0,0,1,NA,882,845,37,4.2,2578702,0.9956424508530541,40318,-49.76256869646022,8,5,40,-100,-6,-3,8,-1,9,58,108,34,28,1,-3,7,-1,7,35,-103,6,-128,-7,0,1,0,2,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,16,6,0.6000000000000001,60302,0.023282733356293495,11779,-2.12,0.22,129.03,-4.6,-28.57,-100,33.33,-100,900,263.64,6.33,200,1.7,7.14,-100,46.67,-100,700,583.33,-18.04,42.86,-24.38,-100,NA,11.11,NA,Inf,143.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.56,1.93,19.35,2.39,0
0600000US3401578800,3401578800,34,NJ,New Jersey,015,Gloucester County,78800,West Deptford township,West Deptford township,1406.5723625589071,24,21677,731,18867,1356,22,410,3,27,261,16985,471,15026,1029,18,311,3,12,115,4692,260,3841,327,4,99,0,15,146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9441,8829,612,6.48,39914882,15.411222754700022,6355897,1445.4039152494458,36,22197,1368,17664,1659,30,553,7,78,838,17952,861,14736,1283,28,437,7,50,550,4245,507,2928,376,2,116,0,28,288,124,112,0,0,112,0,12,0,0,12,NA,9623,9199,424,4.41,39774324,15.35695300518767,6350556,38.83155269053873,12,520,637,-1203,303,8,143,4,51,577,967,390,-290,254,10,126,4,38,435,-447,247,-913,49,-2,17,0,13,142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,182,370,-188,-2.0700000000000003,-140558,-0.054269749512352305,-5341,2.76,2.4,87.14,-6.38,22.35,36.36,34.88,133.33,188.89,221.07,5.69,82.8,-1.93,24.68,55.56,40.51,133.33,316.67,378.26,-9.53,95,-23.77,14.98,-50,17.17,NA,86.67,97.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.93,4.19,-30.72,-0.35,0
0600000US3401580120,3401580120,34,NJ,New Jersey,015,Gloucester County,80120,Westville borough,Westville borough,4186.967520645734,25,4288,258,3707,199,6,64,2,0,52,3412,164,3018,151,6,45,1,0,27,876,94,689,48,0,19,1,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1912,1755,157,8.21,2652485,1.0241302276303983,915625,4165.192806291553,47,4264,480,3023,379,11,139,1,31,200,3362,287,2560,265,11,106,1,25,107,902,193,463,114,0,33,0,6,93,0,0,0,0,0,0,0,0,0,0,NA,1945,1754,191,9.82,2651428,1.023722117631433,926241,-21.774714354181015,22,-24,222,-684,180,5,75,-1,31,148,-50,123,-458,114,5,61,0,25,80,26,99,-226,66,0,14,-1,6,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,-1,34,1.6099999999999994,-1057,-4.081099989652337e-4,10616,-0.52,-0.56,86.05,-18.45,90.45,83.33,117.19,-50,Inf,284.62,-1.47,75,-15.18,75.5,83.33,135.56,0,Inf,296.3,2.97,105.32,-32.8,137.5,NA,73.68,-100,Inf,272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.73,-0.06,21.66,-0.04,0
0600000US3401582120,3401582120,34,NJ,New Jersey,015,Gloucester County,82120,Woodbury city,Woodbury city,5064.049387214487,56,10174,1085,6226,2419,14,125,8,15,282,7786,673,5145,1741,11,85,6,7,118,2388,412,1081,678,3,40,2,8,164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4456,4088,368,8.26,5203452,2.0090641346600835,129741,4932.796503234489,64,9963,1578,5210,2418,16,157,7,50,527,7633,977,4431,1744,9,118,6,25,323,2330,601,779,674,7,39,1,25,204,53,27,0,27,0,0,26,0,0,26,NA,4532,4068,464,10.24,5231120,2.019746809637728,215102,-131.25288397999793,8,-211,493,-1016,-1,2,32,-1,35,245,-153,304,-714,3,-2,33,0,18,205,-58,189,-302,-4,4,-1,-1,17,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,-20,96,1.9800000000000004,27668,0.010682674977644524,85361,-2.59,-2.07,45.44,-16.32,-0.04,14.29,25.6,-12.5,233.33,86.88,-1.97,45.17,-13.88,0.17,-18.18,38.82,0,257.14,173.73,-2.43,45.87,-27.94,-0.59,133.33,-2.5,-50,212.5,24.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.71,-0.49,26.09,0.53,0
0600000US3401582180,3401582180,34,NJ,New Jersey,015,Gloucester County,82180,Woodbury Heights borough,Woodbury Heights borough,2499.411929709291,16,3055,74,2790,103,4,50,0,4,30,2365,35,2198,73,4,37,0,2,16,690,39,592,30,0,13,0,2,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1125,1081,44,3.91,3165710,1.2222875163900373,16055,2485.9866136035853,24,3098,164,2692,119,0,31,11,6,75,2419,90,2170,80,0,26,10,6,37,679,74,522,39,0,5,1,0,38,13,0,0,0,0,0,13,0,0,13,NA,1149,1095,54,4.7,3227605,1.2461853105110912,16250,-13.42531610570586,8,43,90,-98,16,-4,-19,11,2,45,54,55,-28,7,-4,-11,10,4,21,-11,35,-70,9,0,-8,1,-2,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,14,10,0.79,61895,0.02389779412105386,195,-0.54,1.41,121.62,-3.51,15.53,-100,-38,Inf,50,150,2.28,157.14,-1.27,9.59,-100,-29.73,Inf,200,131.25,-1.59,89.74,-11.82,30,NA,-61.54,Inf,-100,171.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.13,1.3,22.73,1.96,0
0600000US3401582840,3401582840,34,NJ,New Jersey,015,Gloucester County,82840,Woolwich township,Woolwich township,487.8271998661008,36,10200,365,8043,989,8,614,0,11,170,6779,252,5379,667,6,405,0,7,63,3421,113,2664,322,2,209,0,4,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3275,3141,134,4.09,54154171,20.9090432079222,824288,596.8463293459024,42,12577,651,9472,1290,4,640,1,29,490,9035,416,6869,980,3,481,0,18,268,3542,235,2603,310,1,159,1,11,222,17,0,0,0,0,0,17,0,0,17,NA,4249,4098,151,3.55,54577330,21.072425818189117,832521,109.01912947980162,6,2377,286,1429,301,-4,26,1,18,320,2256,164,1490,313,-3,76,0,11,205,121,122,-61,-12,-1,-50,1,7,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,974,957,17,-0.54,423159,0.16338261026691825,8233,22.35,23.3,78.36,17.77,30.43,-50,4.23,Inf,163.64,188.24,33.28,65.08,27.7,46.93,-50,18.77,NA,157.14,325.4,3.54,107.96,-2.29,-3.73,-50,-23.92,Inf,175,107.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.74,30.47,12.69,0.78,0
