GEOID,GEOID_10,state_code,state_abbr,state_name,county_code,county_name,cousub_code,cousub_name,cousub_name_2010,2010_density,2010_diversity_index,2010_pop,2010_pop_hisp,2010_pop_white_non_hisp,2010_pop_black_non_hisp,2010_pop_aian_non_hisp,2010_pop_asian_non_hisp,2010_pop_nhpi_non_hisp,2010_pop_other_non_hisp,2010_pop_two_plus_non_hisp,2010_vap,2010_vap_hisp,2010_vap_white_non_hisp,2010_vap_black_non_hisp,2010_vap_aian_non_hisp,2010_vap_asian_non_hisp,2010_vap_nhpi_non_hisp,2010_vap_other_non_hisp,2010_vap_two_plus_non_hisp,2010_u18,2010_u18_hisp,2010_u18_white_non_hisp,2010_u18_black_non_hisp,2010_u18_aian_non_hisp,2010_u18_asian_non_hisp,2010_u18_nhpi_non_hisp,2010_u18_other_non_hisp,2010_u18_two_plus_non_hisp,2010_gq,2010_gq_inst,2010_gq_inst_correctional,2010_gq_inst_juvenile,2010_gq_inst_nurse,2010_gq_inst_other,2010_gq_noninst,2010_gq_noninst_college,2010_gq_noninst_military,2010_gq_noninst_other,2010_prop_gq_inst_correctional_of_pop,2010_hu,2010_hu_occupied,2010_hu_vacant,2010_vacancy_rate,2010_land_area_sqmeters,2010_land_area_sqmi,2010_water_area_sqmeters,2020_density,2020_diversity_index,2020_pop,2020_pop_hisp,2020_pop_white_non_hisp,2020_pop_black_non_hisp,2020_pop_aian_non_hisp,2020_pop_asian_non_hisp,2020_pop_nhpi_non_hisp,2020_pop_other_non_hisp,2020_pop_two_plus_non_hisp,2020_vap,2020_vap_hisp,2020_vap_white_non_hisp,2020_vap_black_non_hisp,2020_vap_aian_non_hisp,2020_vap_asian_non_hisp,2020_vap_nhpi_non_hisp,2020_vap_other_non_hisp,2020_vap_two_plus_non_hisp,2020_u18,2020_u18_hisp,2020_u18_white_non_hisp,2020_u18_black_non_hisp,2020_u18_aian_non_hisp,2020_u18_asian_non_hisp,2020_u18_nhpi_non_hisp,2020_u18_other_non_hisp,2020_u18_two_plus_non_hisp,2020_gq,2020_gq_inst,2020_gq_inst_correctional,2020_gq_inst_juvenile,2020_gq_inst_nurse,2020_gq_inst_other,2020_gq_noninst,2020_gq_noninst_college,2020_gq_noninst_military,2020_gq_noninst_other,2020_prop_gq_inst_correctional_of_pop,2020_hu,2020_hu_occupied,2020_hu_vacant,2020_vacancy_rate,2020_land_area_sqmeters,2020_land_area_sqmi,2020_water_area_sqmeters,raw_change_density,raw_change_diversity_index,raw_change_pop,raw_change_pop_hisp,raw_change_pop_white_non_hisp,raw_change_pop_black_non_hisp,raw_change_pop_aian_non_hisp,raw_change_pop_asian_non_hisp,raw_change_pop_nhpi_non_hisp,raw_change_pop_other_non_hisp,raw_change_pop_two_plus_non_hisp,raw_change_vap,raw_change_vap_hisp,raw_change_vap_white_non_hisp,raw_change_vap_black_non_hisp,raw_change_vap_aian_non_hisp,raw_change_vap_asian_non_hisp,raw_change_vap_nhpi_non_hisp,raw_change_vap_other_non_hisp,raw_change_vap_two_plus_non_hisp,raw_change_u18,raw_change_u18_hisp,raw_change_u18_white_non_hisp,raw_change_u18_black_non_hisp,raw_change_u18_aian_non_hisp,raw_change_u18_asian_non_hisp,raw_change_u18_nhpi_non_hisp,raw_change_u18_other_non_hisp,raw_change_u18_two_plus_non_hisp,raw_change_gq,raw_change_gq_inst,raw_change_gq_inst_correctional,raw_change_gq_inst_juvenile,raw_change_gq_inst_nurse,raw_change_gq_inst_other,raw_change_gq_noninst,raw_change_gq_noninst_college,raw_change_gq_noninst_military,raw_change_gq_noninst_other,raw_change_prop_gq_inst_correctional_of_pop,raw_change_hu,raw_change_hu_occupied,raw_change_hu_vacant,raw_change_vacancy_rate,raw_change_land_area_meters,raw_change_land_area_sqmi,raw_change_water_area_meters,prop_change_density,prop_change_pop,prop_change_pop_hisp,prop_change_pop_white_non_hisp,prop_change_pop_black_non_hisp,prop_change_pop_aian_non_hisp,prop_change_pop_asian_non_hisp,prop_change_pop_nhpi_non_hisp,prop_change_pop_other_non_hisp,prop_change_pop_two_plus_non_hisp,prop_change_vap,prop_change_vap_hisp,prop_change_vap_white_non_hisp,prop_change_vap_black_non_hisp,prop_change_vap_aian_non_hisp,prop_change_vap_asian_non_hisp,prop_change_vap_nhpi_non_hisp,prop_change_vap_other_non_hisp,prop_change_vap_two_plus_non_hisp,prop_change_u18,prop_change_u18_hisp,prop_change_u18_white_non_hisp,prop_change_u18_black_non_hisp,prop_change_u18_aian_non_hisp,prop_change_u18_asian_non_hisp,prop_change_u18_nhpi_non_hisp,prop_change_u18_other_non_hisp,prop_change_u18_two_plus_non_hisp,prop_change_gq,prop_change_gq_inst,prop_change_gq_inst_correctional,prop_change_gq_inst_juvenile,prop_change_gq_inst_nurse,prop_change_gq_inst_other,prop_change_gq_noninst,prop_change_gq_noninst_college,prop_change_gq_noninst_military,prop_change_gq_noninst_other,prop_change_hu,prop_change_hu_occupied,prop_change_hu_vacant,prop_change_land_area_sqmi,flag_prop_change_land_area
0600000US3400152950,3400152950,34,NJ,New Jersey,001,Atlantic County,52950,Northfield city,Northfield city,2533.6771430140066,30,8624,690,7153,247,10,384,0,21,119,6533,443,5550,195,9,272,0,12,52,2091,247,1603,52,1,112,0,9,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3260,3152,108,3.31,8815668,3.4037485887965504,102341,2354.2442426311713,39,8434,974,6467,197,3,465,6,25,297,6616,655,5219,162,3,365,6,22,184,1818,319,1248,35,0,100,0,3,113,158,149,0,4,145,0,9,0,0,9,NA,3309,3116,193,5.83,9278544,3.5824660191475792,89557,-179.43290038283521,9,-190,284,-686,-50,-7,81,6,4,178,83,212,-331,-33,-6,93,6,10,132,-273,72,-355,-17,-1,-12,0,-6,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,-36,85,2.52,462876,0.17871743035102883,-12784,-7.08,-2.2,41.16,-9.59,-20.24,-70,21.09,Inf,19.05,149.58,1.27,47.86,-5.96,-16.92,-66.67,34.19,Inf,83.33,253.85,-13.06,29.15,-22.15,-32.69,-100,-10.71,NA,-66.67,68.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,-1.14,78.7,5.25,0
0600000US3400159640,3400159640,34,NJ,New Jersey,001,Atlantic County,59640,Pleasantville city,Pleasantville city,3556.461327467367,64,20249,8314,2332,8615,48,480,2,74,384,14675,5516,2136,6347,32,376,2,32,234,5574,2798,196,2268,16,104,0,42,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7219,6661,558,7.73,14746306,5.6935808196794735,4154457,3605.8520960414826,62,20629,10316,2075,7186,29,433,4,102,484,15571,7215,1883,5713,16,365,2,48,329,5058,3101,192,1473,13,68,2,54,155,266,144,0,0,144,0,122,0,0,122,NA,7856,7252,604,7.69,14817264,5.720977857812469,4045440,49.390768574115555,-2,380,2002,-257,-1429,-19,-47,2,28,100,896,1699,-253,-634,-16,-11,0,16,95,-516,303,-4,-795,-3,-36,2,12,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,637,591,46,-0.040000000000000036,70958,0.0273970381329951,-109017,1.39,1.88,24.08,-11.02,-16.59,-39.58,-9.79,100,37.84,26.04,6.11,30.8,-11.84,-9.99,-50,-2.93,0,50,40.6,-9.26,10.83,-2.04,-35.05,-18.75,-34.62,Inf,28.57,3.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.82,8.87,8.24,0.48,0
0600000US3400160600,3400160600,34,NJ,New Jersey,001,Atlantic County,60600,Port Republic city,Port Republic city,149.0277412670118,10,1115,33,1055,7,2,10,0,0,8,867,18,829,4,2,9,0,0,5,248,15,226,3,0,1,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,444,415,29,6.53,19377846,7.481828487236235,2852354,147.54252400974545,15,1101,37,1012,7,1,12,0,1,31,868,28,810,2,1,9,0,1,17,233,9,202,5,0,3,0,0,14,13,0,0,0,0,0,13,0,0,13,NA,457,409,48,10.5,19327152,7.462255423577252,2812891,-1.4852172572663562,5,-14,4,-43,0,-1,2,0,1,23,1,10,-19,-2,-1,0,0,1,12,-15,-6,-24,2,0,2,0,0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,-6,19,3.9699999999999998,-50694,-0.01957306365898237,-39463,-1,-1.26,12.12,-4.08,0,-50,20,NA,Inf,287.5,0.12,55.56,-2.29,-50,-50,0,NA,Inf,240,-6.05,-40,-10.62,66.67,NA,200,NA,NA,366.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.93,-1.45,65.52,-0.26,0
0600000US3400168430,3400168430,34,NJ,New Jersey,001,Atlantic County,68430,Somers Point city,Somers Point city,2678.803680182181,42,10795,1024,8091,1087,23,321,6,9,234,8495,634,6788,694,18,249,5,7,100,2300,390,1303,393,5,72,1,2,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5556,4655,901,16.22,10437092,4.0297839217787885,2923805,2610.4192872266754,45,10469,1374,7585,795,13,290,2,40,370,8742,902,6751,594,7,247,2,35,204,1727,472,834,201,6,43,0,5,166,13,0,0,0,0,0,13,0,0,13,NA,5589,4844,745,13.33,10387061,4.010466843861825,3165383,-68.38439295550552,3,-326,350,-506,-292,-10,-31,-4,31,136,247,268,-37,-100,-11,-2,-3,28,104,-573,82,-469,-192,1,-29,-1,3,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,189,-156,-2.889999999999999,-50031,-0.019317077916963576,241578,-2.55,-3.02,34.18,-6.25,-26.86,-43.48,-9.66,-66.67,344.44,58.12,2.91,42.27,-0.55,-14.41,-61.11,-0.8,-60,400,104,-24.91,21.03,-35.99,-48.85,20,-40.28,-100,150,23.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.59,4.06,-17.31,-0.48,0
0600000US3400175620,3400175620,34,NJ,New Jersey,001,Atlantic County,75620,Ventnor City city,Ventnor City city,5457.419957074072,50,10650,1922,7224,384,22,922,5,13,158,8677,1274,6352,271,20,669,3,5,83,1973,648,872,113,2,253,2,8,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7829,4592,3237,41.35,5054288,1.9514715898297599,4068446,4710.341175940911,47,9210,1434,6478,242,6,712,2,41,295,7891,1003,5870,194,2,563,2,41,216,1319,431,608,48,4,149,0,0,79,0,0,0,0,0,0,0,0,0,0,NA,7897,4296,3601,45.6,5064132,1.955272379640369,4062491,-747.0787811331611,-3,-1440,-488,-746,-142,-16,-210,-3,28,137,-786,-271,-482,-77,-18,-106,-1,36,133,-654,-217,-264,-65,2,-104,-2,-8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,-296,364,4.25,9844,0.003800789810609162,-5955,-13.69,-13.52,-25.39,-10.33,-36.98,-72.73,-22.78,-60,215.38,86.71,-9.06,-21.27,-7.59,-28.41,-90,-15.84,-33.33,720,160.24,-33.15,-33.49,-30.28,-57.52,100,-41.11,-100,-100,5.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.87,-6.45,11.24,0.19,0
0600000US3400180330,3400180330,34,NJ,New Jersey,001,Atlantic County,80330,Weymouth township,Weymouth township,224.58046628101187,21,2715,124,2399,127,5,24,0,2,34,2248,94,2026,84,3,21,0,2,18,467,30,373,43,2,3,0,0,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1220,1153,67,5.49,31310904,12.089208135327269,934720,221.11259486332617,28,2614,174,2209,83,1,23,0,13,111,2269,121,1960,74,1,19,0,13,81,345,53,249,9,0,4,0,0,30,16,0,0,0,0,0,16,0,0,16,NA,1286,1207,79,6.14,30618919,11.822031221766279,897082,-3.4678714176857,7,-101,50,-190,-44,-4,-1,0,11,77,21,27,-66,-10,-2,-2,0,11,63,-122,23,-124,-34,-2,1,0,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,54,12,0.6499999999999995,-691985,-0.2671769135609896,-37638,-1.54,-3.72,40.32,-7.92,-34.65,-80,-4.17,NA,550,226.47,0.93,28.72,-3.26,-11.9,-66.67,-9.52,NA,550,350,-26.12,76.67,-33.24,-79.07,-100,33.33,NA,NA,87.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.41,4.68,17.91,-2.21,0
0600000US3400300700,3400300700,34,NJ,New Jersey,003,Bergen County,00700,Allendale borough,Allendale borough,2100.6737518395685,29,6505,304,5450,29,0,624,0,12,86,4658,184,3998,24,0,423,0,4,25,1847,120,1452,5,0,201,0,8,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2388,2236,152,6.37,8020223,3.0966255442110158,55929,2211.1006615759843,39,6848,456,5261,42,1,837,2,22,227,5219,326,4126,38,1,612,0,13,103,1629,130,1135,4,0,225,2,9,124,166,52,0,0,52,0,114,0,0,114,NA,2450,2327,123,5.02,8021452,3.097100063784079,53624,110.42690973641584,10,343,152,-189,13,1,213,2,10,141,561,142,128,14,1,189,0,9,78,-218,10,-317,-1,0,24,2,1,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,91,-29,-1.3500000000000005,1229,4.745195730633256e-4,-2305,5.26,5.27,50,-3.47,44.83,Inf,34.13,Inf,83.33,163.95,12.04,77.17,3.2,58.33,Inf,44.68,NA,225,312,-11.8,8.33,-21.83,-20,NA,11.94,Inf,12.5,103.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,4.07,-19.08,0.02,0
0600000US3400301090,3400301090,34,NJ,New Jersey,003,Bergen County,01090,Alpine borough,Alpine borough,288.4231390038165,51,1849,89,1197,44,1,482,0,1,35,1431,66,916,30,1,394,0,1,23,418,23,281,14,0,88,0,0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,670,611,59,8.81,16603688,6.410720049668184,7306680,275.2704719028686,59,1762,121,949,54,0,593,0,5,40,1403,89,782,41,0,459,0,3,29,359,32,167,13,0,134,0,2,11,0,0,0,0,0,0,0,0,0,0,NA,676,587,89,13.17,16578454,6.4009771473844665,7426917,-13.152667100947895,8,-87,32,-248,10,-1,111,0,4,5,-28,23,-134,11,-1,65,0,2,6,-59,9,-114,-1,0,46,0,2,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,-24,30,4.359999999999999,-25234,-0.009742902283717214,120237,-4.56,-4.71,35.96,-20.72,22.73,-100,23.03,NA,400,14.29,-1.96,34.85,-14.63,36.67,-100,16.5,NA,200,26.09,-14.11,39.13,-40.57,-7.14,NA,52.27,NA,Inf,-8.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,-3.93,50.85,-0.15,0
0600000US3400305170,3400305170,34,NJ,New Jersey,003,Bergen County,05170,Bergenfield borough,Bergenfield borough,9306.467151136563,71,26764,7097,10546,1724,32,6778,9,59,519,20361,5005,8428,1301,19,5241,9,42,316,6403,2092,2118,423,13,1537,0,17,203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9200,8852,348,3.78,7448416,2.8758496178360673,24380,9751.967236518181,72,28321,9121,9278,1894,30,7222,0,244,532,21956,6721,7198,1529,26,5993,0,176,313,6365,2400,2080,365,4,1229,0,68,219,62,0,0,0,0,0,62,0,0,62,NA,9387,9097,290,3.09,7521667,2.9041319882563164,24381,445.5000853816182,1,1557,2024,-1268,170,-2,444,-9,185,13,1595,1716,-1230,228,7,752,-9,134,-3,-38,308,-38,-58,-9,-308,0,51,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187,245,-58,-0.69,73251,0.02828237042024906,1,4.79,5.82,28.52,-12.02,9.86,-6.25,6.55,-100,313.56,2.5,7.83,34.29,-14.59,17.52,36.84,14.35,-100,319.05,-0.95,-0.59,14.72,-1.79,-13.71,-69.23,-20.04,NA,300,7.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.03,2.77,-16.67,0.98,0
0600000US3400306490,3400306490,34,NJ,New Jersey,003,Bergen County,06490,Bogota borough,Bogota borough,10702.548594006155,66,8187,3169,3411,582,30,795,7,54,139,6244,2215,2863,416,21,613,7,26,83,1943,954,548,166,9,182,0,28,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2888,2773,115,3.98,1981232,0.7649579843613175,124911,11632.17063923712,64,8778,4506,2614,585,15,748,2,93,215,6984,3368,2330,464,4,613,2,71,132,1794,1138,284,121,11,135,0,22,83,46,0,0,0,0,0,46,0,0,46,NA,3026,2939,87,2.88,1954486,0.7546312955890143,109021,929.6220452309644,-2,591,1337,-797,3,-15,-47,-5,39,76,740,1153,-533,48,-17,0,-5,45,49,-149,184,-264,-45,2,-47,0,-6,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138,166,-28,-1.1,-26746,-0.010326688772303139,-15890,8.69,7.22,42.19,-23.37,0.52,-50,-5.91,-71.43,72.22,54.68,11.85,52.05,-18.62,11.54,-80.95,0,-71.43,173.08,59.04,-7.67,19.29,-48.18,-27.11,22.22,-25.82,NA,-21.43,48.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.78,5.99,-24.35,-1.35,0
0600000US3400310480,3400310480,34,NJ,New Jersey,003,Bergen County,10480,Carlstadt borough,Carlstadt borough,1532.076972768483,47,6127,1104,4312,122,5,499,2,22,61,4889,764,3588,80,5,400,1,16,35,1238,340,724,42,0,99,1,6,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2495,2378,117,4.69,10357741,3.9991463280910953,631509,1614.5629307059019,56,6372,1582,3855,132,10,608,0,41,144,5202,1155,3309,95,6,513,0,32,92,1170,427,546,37,4,95,0,9,52,0,0,0,0,0,0,0,0,0,0,NA,2563,2429,134,5.23,10221592,3.9465789030682767,674547,82.48595793741879,9,245,478,-457,10,5,109,-2,19,83,313,391,-279,15,1,113,-1,16,57,-68,87,-178,-5,4,-4,-1,3,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,51,17,0.54,-136149,-0.052567425022818526,43038,5.38,4,43.3,-10.6,8.2,100,21.84,-100,86.36,136.07,6.4,51.18,-7.78,18.75,20,28.25,-100,100,162.86,-5.49,25.59,-24.59,-11.9,Inf,-4.04,-100,50,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.73,2.14,14.53,-1.31,0
0600000US3400313570,3400313570,34,NJ,New Jersey,003,Bergen County,13570,Cliffside Park borough,Cliffside Park borough,24508.66968298207,62,23594,6704,12434,584,24,3219,10,189,430,19526,5067,10834,448,18,2709,9,149,292,4068,1637,1600,136,6,510,1,40,138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10665,9948,717,6.72,2493329,0.962679749867567,0,26881.901723369694,67,25693,8954,11185,656,23,3784,5,354,732,21106,6801,9650,540,14,3289,5,258,549,4587,2153,1535,116,9,495,0,96,183,3,0,0,0,0,0,3,0,0,3,NA,11435,10735,700,6.12,2475441,0.955773154161332,0,2373.2320403876256,5,2099,2250,-1249,72,-1,565,-5,165,302,1580,1734,-1184,92,-4,580,-4,109,257,519,516,-65,-20,3,-15,-1,56,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,770,787,-17,-0.5999999999999996,-17888,-0.006906595706234975,0,9.68,8.9,33.56,-10.05,12.33,-4.17,17.55,-50,87.3,70.23,8.09,34.22,-10.93,20.54,-22.22,21.41,-44.44,73.15,88.01,12.76,31.52,-4.06,-14.71,50,-2.94,-100,140,32.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.22,7.91,-2.37,-0.72,0
0600000US3400313810,3400313810,34,NJ,New Jersey,003,Bergen County,13810,Closter borough,Closter borough,2645.96857996355,54,8373,501,5019,100,1,2649,1,10,92,6135,346,3769,79,1,1884,1,8,47,2238,155,1250,21,0,765,0,2,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2860,2747,113,3.95,8195853,3.164436669204645,339397,2719.417262830311,60,8594,725,4496,83,2,3009,0,30,249,6451,513,3514,66,2,2184,0,23,149,2143,212,982,17,0,825,0,7,100,72,51,0,0,51,0,21,0,0,21,NA,2891,2762,129,4.46,8184973,3.1602358775407455,367318,73.44868286676092,6,221,224,-523,-17,1,360,-1,20,157,316,167,-255,-13,1,300,-1,15,102,-95,57,-268,-4,0,60,0,5,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,15,16,0.5099999999999998,-10880,-0.004200791663899306,27921,2.78,2.64,44.71,-10.42,-17,100,13.59,-100,200,170.65,5.15,48.27,-6.77,-16.46,100,15.92,-100,187.5,217.02,-4.24,36.77,-21.44,-19.05,NA,7.84,NA,250,122.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.08,0.55,14.16,-0.13,0
0600000US3400315820,3400315820,34,NJ,New Jersey,003,Bergen County,15820,Cresskill borough,Cresskill borough,4154.467523107435,51,8573,537,5500,57,2,2367,1,7,102,6277,357,4222,45,1,1608,1,7,36,2296,180,1278,12,1,759,0,0,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3114,3002,112,3.6,5344600,2.063561684455681,26604,4434.0575729179855,56,9155,630,5305,90,3,2865,1,37,224,6768,445,4124,57,3,2012,1,11,115,2387,185,1181,33,0,853,0,26,109,176,173,0,0,173,0,3,0,0,3,NA,3157,3015,142,4.5,5347549,2.064700299769729,12803,279.5900498105502,5,582,93,-195,33,1,498,0,30,122,491,88,-98,12,2,404,0,4,79,91,5,-97,21,-1,94,0,26,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,13,30,0.8999999999999999,2949,0.0011386153140477973,-13801,6.73,6.79,17.32,-3.55,57.89,50,21.04,0,428.57,119.61,7.82,24.65,-2.32,26.67,200,25.12,0,57.14,219.44,3.96,2.78,-7.59,175,-100,12.38,NA,Inf,65.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.38,0.43,26.79,0.06,0
0600000US3400317530,3400317530,34,NJ,New Jersey,003,Bergen County,17530,Demarest borough,Demarest borough,2361.7560442118465,48,4881,216,3273,26,1,1276,0,6,83,3540,150,2417,19,1,914,0,2,37,1341,66,856,7,0,362,0,4,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1659,1597,62,3.74,5352683,2.0666825483361313,29378,2403.4403073248614,55,4981,270,2941,41,1,1562,1,24,141,3692,186,2244,31,1,1130,1,21,78,1289,84,697,10,0,432,0,3,63,9,0,0,0,0,0,9,0,0,9,NA,1680,1598,82,4.88,5367610,2.0724458955022187,17177,41.68426311301482,7,100,54,-332,15,0,286,1,18,58,152,36,-173,12,0,216,1,19,41,-52,18,-159,3,0,70,0,-1,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,1,20,1.1399999999999997,14927,0.005763347166087396,-12201,1.76,2.05,25,-10.14,57.69,0,22.41,Inf,300,69.88,4.29,24,-7.16,63.16,0,23.63,Inf,950,110.81,-3.88,27.27,-18.57,42.86,NA,19.34,NA,-25,36.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.27,0.06,32.26,0.28,0
0600000US3400318400,3400318400,34,NJ,New Jersey,003,Bergen County,18400,Dumont borough,Dumont borough,8814.745603667463,51,17479,2580,11641,375,17,2599,3,24,240,13553,1786,9355,279,8,1969,2,19,135,3926,794,2286,96,9,630,1,5,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6542,6364,178,2.72,5135758,1.982927334026258,7149,9163.320705044574,62,17863,3883,9847,503,12,3081,2,93,442,14251,2732,8295,370,9,2493,0,70,282,3612,1151,1552,133,3,588,2,23,160,28,0,0,0,0,0,28,0,0,28,NA,6572,6408,164,2.5,5048929,1.9494024682739843,7228,348.5751013771114,11,384,1303,-1794,128,-5,482,-1,69,202,698,946,-1060,91,1,524,-2,51,147,-314,357,-734,37,-6,-42,1,18,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,44,-14,-0.2200000000000002,-86829,-0.03352486575227376,79,3.95,2.2,50.5,-15.41,34.13,-29.41,18.55,-33.33,287.5,84.17,5.15,52.97,-11.33,32.62,12.5,26.61,-100,268.42,108.89,-8,44.96,-32.11,38.54,-66.67,-6.67,100,360,52.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46,0.69,-7.87,-1.69,0
0600000US3400319510,3400319510,34,NJ,New Jersey,003,Bergen County,19510,East Rutherford borough,East Rutherford borough,2403.237091400319,55,8913,1563,5616,336,5,1237,2,25,129,7296,1109,4834,263,5,986,2,15,82,1617,454,782,73,0,251,0,10,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4018,3792,226,5.62,9605612,3.708747685317461,888831,2700.2493493026564,65,10022,2556,5028,456,28,1612,2,99,241,8234,1936,4432,347,22,1270,2,68,157,1788,620,596,109,6,342,0,31,84,5,0,0,0,0,0,5,0,0,5,NA,4585,4306,279,6.09,9612764,3.711509088072995,852464,297.0122579023373,10,1109,993,-588,120,23,375,0,74,112,938,827,-402,84,17,284,0,53,75,171,166,-186,36,6,91,0,21,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,567,514,53,0.46999999999999975,7152,0.00276140275553427,-36367,12.36,12.44,63.53,-10.47,35.71,460,30.32,0,296,86.82,12.86,74.57,-8.32,31.94,340,28.8,0,353.33,91.46,10.58,36.56,-23.79,49.32,Inf,36.25,NA,210,78.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.11,13.55,23.45,0.07,0
0600000US3400320020,3400320020,34,NJ,New Jersey,003,Bergen County,20020,Edgewater borough,Edgewater borough,12312.020560682835,64,11513,1278,5343,519,8,4076,6,43,240,9472,953,4660,401,7,3294,5,22,130,2041,325,683,118,1,782,1,21,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6282,5637,645,10.27,2421904,0.9351024020188511,3849918,14763.229315513052,68,14336,1959,5934,772,13,5071,1,87,499,11617,1501,5142,622,9,4005,1,67,270,2719,458,792,150,4,1066,0,20,229,4,0,0,0,0,0,4,0,0,4,NA,7315,6742,573,7.83,2515037,0.9710612558822667,3777385,2451.208754830217,4,2823,681,591,253,5,995,-5,44,259,2145,548,482,221,2,711,-4,45,140,678,133,109,32,3,284,-1,-1,119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1033,1105,-72,-2.4399999999999995,93133,0.035958853863415574,-72533,19.91,24.52,53.29,11.06,48.75,62.5,24.41,-83.33,102.33,107.92,22.65,57.5,10.34,55.11,28.57,21.58,-80,204.55,107.69,33.22,40.92,15.96,27.12,300,36.32,-100,-4.76,108.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.44,19.6,-11.16,3.85,0
